,title,price,brand,description,colour,category
676,wynna top,34.00,Runway Bandits,spice up your workwear wardrobe with some heavy knife pleats. the,black,tops
677,ciel top,26.00,Runway Bandits,"halter neck top cut from ribbed knit material.
halter neck
ribbed knit material
slightly stretchable
unlined
polyester blend",dusty pink,tops
678,ciel top,26.00,Runway Bandits,"halter neck top cut from ribbed knit material.
halter neck
ribbed knit material
slightly stretchable
unlined
polyester blend",white,tops
679,panera jeans,32.00,Runway Bandits,"high-waisted straight cut jeans in a light wash.
high waist
concealed zip
functional pockets
straight cut
regular fit
cotton blend",lightwash,bottoms
680,ciel top,26.00,Runway Bandits,"halter neck top cut from ribbed knit material.
halter neck
ribbed knit material
slightly stretchable
unlined
polyester blend",black,tops
681,xenia shirtdress,42.00,Runway Bandits,"a short-sleeved shirtdress that blurs the line between casual and formal, we foresee the",pale mustard,dress
682,tywin dress,40.00,Runway Bandits,"lately, we’ve experimented with all sorts of necklines from the standard round neck to the more romantic round neck but the neckline of the tywin dress is truly as unique as they come. it boasts a neckline that curves upwards to the collarbones and slim straps to accentuate the shoulders, while the waist is lightly nipped in with a flared skirt. highlights include a slightly elasticated back bustline. cut from a cotton blend fabric, it is definitely one we’d reach out for on humid days.",navy,dress
683,xenia shirtdress,42.00,Runway Bandits,"a short-sleeved shirtdress that blurs the line between casual and formal, we foresee the",black,dress
684,evelina shorts,34.00,Runway Bandits,the,navy,shorts
685,xenia shirtdress,42.00,Runway Bandits,"a short-sleeved shirtdress that blurs the line between casual and formal, we foresee the",pale jade,dress
686,xenia shirtdress,42.00,Runway Bandits,"a short-sleeved shirtdress that blurs the line between casual and formal, we foresee the",navy,dress
687,tywin dress,40.00,Runway Bandits,"lately, we’ve experimented with all sorts of necklines from the standard round neck to the more romantic round neck but the neckline of the tywin dress is truly as unique as they come. it boasts a neckline that curves upwards to the collarbones and slim straps to accentuate the shoulders, while the waist is lightly nipped in with a flared skirt. highlights include a slightly elasticated back bustline. cut from a cotton blend fabric, it is definitely one we’d reach out for on humid days.",olive,dress
688,walma shorts,32.00,Runway Bandits,"high-waisted mid wash denim shorts with frayed hems.
high waist
frayed hem
unlined
regular fit
cotton blend",midwash,shorts
689,ilsa jumpsuit,33.00,Runway Bandits,"low neckline jumpsuit with adjustable straps and a detachable sash.
adjustable straps
concealed side zip
elasticated waist
functional side pockets
comes with detachable sash
unlined
polyester blend",blue shadow,jumpsuits
690,xyo jeans,34.00,Runway Bandits,"high-waisted light wash jeans with functional pockets and cuffed hems.
high waist
concealed zip
functional pockets
folded cuff
regular fit
cotton blend",lightwash,bottoms
691,ilsa jumpsuit,33.00,Runway Bandits,"low neckline jumpsuit with adjustable straps and a detachable sash.
adjustable straps
concealed side zip
elasticated waist
functional side pockets
comes with detachable sash
unlined
polyester blend",khaki,jumpsuits
692,qarra top,33.00,Runway Bandits,"square neck top with pleated shoulder details.
square neck
unlined
polyester blend",white,tops
693,ilsa jumpsuit,33.00,Runway Bandits,"low neckline jumpsuit with adjustable straps and a detachable sash.
adjustable straps
concealed side zip
elasticated waist
functional side pockets
comes with detachable sash
unlined
polyester blend",black,jumpsuits
694,sanlo shorts,32.00,Runway Bandits,"high-waisted light wash denim shorts with frayed hems.
high waist
frayed hem
unlined
regular fit
cotton blend",lightwash,shorts
695,xymeria dress,42.00,Runway Bandits,the,olive,dress
696,corra blouse,32.00,Runway Bandits,"inspired by the victorian era, the",rust,tops
697,xymeria dress,42.00,Runway Bandits,the,white,dress
698,handa top,33.00,Runway Bandits,the,glaucous blue,tops
699,yola tank,22.00,Runway Bandits,"basic scoop-necked tank top cut from ribbed knit material.
scoop neck
ribbed knit
unlined
polyester blend",sky,tops
700,sidon dress,36.00,Runway Bandits,"short-sleeved lapel collar dress with a concealed side zip and self-tie sash.
lapel collar
concealed side zip
unlined
polyester blend",black,dress
701,yola tank,22.00,Runway Bandits,"basic scoop-necked tank top cut from ribbed knit material.
scoop neck
ribbed knit
unlined
polyester blend",white,tops
702,yola tank,22.00,Runway Bandits,"basic scoop-necked tank top cut from ribbed knit material.
scoop neck
ribbed knit
unlined
polyester blend",pistachio,tops
703,yola tank,22.00,Runway Bandits,"basic scoop-necked tank top cut from ribbed knit material.
scoop neck
ribbed knit
unlined
polyester blend",black,tops
704,jonah blouse,34.00,Runway Bandits,"a loose-fitting blouse reminiscent of the ‘70s, the",white,tops
705,halyon skirt,36.00,Runway Bandits,"considering the flattering silhouette and versatility of a-line skirts, it is no surprise why they have been such a hit of late. the",navy,skirts
706,jonah blouse,34.00,Runway Bandits,"a loose-fitting blouse reminiscent of the ‘70s, the",olive,tops
707,halyon skirt,36.00,Runway Bandits,"considering the flattering silhouette and versatility of a-line skirts, it is no surprise why they have been such a hit of late. the",black,skirts
708,jonah blouse,34.00,Runway Bandits,"a loose-fitting blouse reminiscent of the ‘70s, the",burnt coral,tops
709,halyon skirt,36.00,Runway Bandits,"considering the flattering silhouette and versatility of a-line skirts, it is no surprise why they have been such a hit of late. the",sage,skirts
710,jonah blouse,34.00,Runway Bandits,"a loose-fitting blouse reminiscent of the ‘70s, the",black,tops
711,haddis tank,22.00,Runway Bandits,"square-necked tank top with raw armhole edges.
square neck                              
unlined
raw armhole edges
polyester blend
due to the nature of the fabric, slubs, dark spots and lines are present and are not considered as defects.",midnight blue,tops
712,ibi jeans,34.00,Runway Bandits,"high-waisted straight-cut denim jeans. 
high waist
concealed zip
functional pockets
straight cut
unlined
cotton blend",darkwash,bottoms
713,alcina dress,35.00,Runway Bandits,"basic sleeveless cotton blend dress with a detachable sash.
round neck
pleated bottom
concealed back zip
unlined
comes with a sash
comes with belt loops
comes with two in-seam pockets
cotton blend",forest,dress
714,haddis tank,22.00,Runway Bandits,"square-necked tank top with raw armhole edges.
square neck                              
unlined
raw armhole edges
polyester blend
due to the nature of the fabric, slubs, dark spots and lines are present and are not considered as defects.",black,tops
715,alcina dress,35.00,Runway Bandits,"basic sleeveless cotton blend dress with a detachable sash.
round neck
pleated bottom
concealed back zip
unlined
comes with a sash
comes with belt loops
comes with two in-seam pockets
cotton blend",navy,dress
716,haddis tank,22.00,Runway Bandits,"square-necked tank top with raw armhole edges.
square neck                              
unlined
raw armhole edges
polyester blend
due to the nature of the fabric, slubs, dark spots and lines are present and are not considered as defects.",white,tops
717,jarro skirt,38.00,Runway Bandits,the,midnight green,skirts
718,xiomara dress,44.00,Runway Bandits,"a sleeveless round neckline dress that’s as flattering as they come, the",fjord blue,dress
719,jarro skirt,38.00,Runway Bandits,the,navy,skirts
720,ivey cami,34.00,Runway Bandits,"fully pleated and voluminous, the",black,tops
721,xiomara dress,44.00,Runway Bandits,"a sleeveless round neckline dress that’s as flattering as they come, the",black,dress
722,jarro skirt,38.00,Runway Bandits,the,contessa,skirts
723,xiomara dress,44.00,Runway Bandits,"a sleeveless round neckline dress that’s as flattering as they come, the",contessa,dress
724,ivey cami,34.00,Runway Bandits,"fully pleated and voluminous, the",white,tops
725,jarro skirt,38.00,Runway Bandits,the,blush,skirts
726,ivey cami,34.00,Runway Bandits,"fully pleated and voluminous, the",mustard,tops
727,jarro skirt,38.00,Runway Bandits,the,black,skirts
728,xiomara dress,44.00,Runway Bandits,"a sleeveless round neckline dress that’s as flattering as they come, the",navy,dress
729,utae dress,42.00,Runway Bandits,"since it was first featured at the runway bandits store as one of the dresses in our monthly moodboard giveaway, the",maroon,dress
730,erma dress,45.00,Runway Bandits,not all maxi dresses are made to look as basic and simple as possible. take the,glaucous blue,dress
731,jesette dress,40.00,Runway Bandits,"a basic maxi dress is an absolute necessity, especially for lazy weekends when you’re looking to appear chic whilst still remaining comfortable. enter the",rust,dress
732,utae dress,42.00,Runway Bandits,"since it was first featured at the runway bandits store as one of the dresses in our monthly moodboard giveaway, the",casper blue,dress
733,jesette dress,40.00,Runway Bandits,"a basic maxi dress is an absolute necessity, especially for lazy weekends when you’re looking to appear chic whilst still remaining comfortable. enter the",navy,dress
734,erma dress,45.00,Runway Bandits,not all maxi dresses are made to look as basic and simple as possible. take the,persian red,dress
735,utae dress,42.00,Runway Bandits,"since it was first featured at the runway bandits store as one of the dresses in our monthly moodboard giveaway, the",forest,dress
