,name,price,colour,description,about_me,brand,category
99,River Island faux leather mini skirt with zip front in oxblood,59.29,Oxblood,Add-to-bag potential: considerable High rise Zip fastening Front pockets Regular fit Just select your usual size,"           Faux leather Let's be honest, no one can tell the difference Fabric: 100% Viscose, Main: 100% Polyurethane.",River Island,skirts
100,Neon Rose pleated midi skirt with belt in hammered satin,64.84,Olive hammered satin,Easily dressed up or down    Pleated design High rise Belted waist Side split Regular fit Just select your usual size,           Satin-style fabric Silky and super smooth Body: 100% Polyester.,Neon Rose,skirts
101,Y.A.S brushed mini skirt in cream,77.81,Cream,"An alternative to your denim High-rise waist Zip-side fastening Mini length Slim fit A close, fitted cut","           Brushed, peach-feel fabric Super-soft finish  Body: 100% Polyester.",Y.A.S,skirts
102,ASOS DESIGN sheet sequin midi pencil skirt co-ord,64.84,Silver sequin,Part of a co-ord set Top sold separately High-rise waist Thigh split Zip-back fastening Regular fit Just select your usual size,"           Sequin-embellished fabric Disco-ball inspired Lining: 100% Polyester, Shell: 100% Polyester.",ASOS DESIGN,skirts
103,Noisy May cord a line mini skirt in beige,55.58,White pepper,Add-to-bag potential: considerble High rise Zip-fly with button fastening Side and back pockets Regular fit Just select your usual size,,Noisy May,skirts
104,ASOS DESIGN Curve denim mini skirt with paperbag waist and belt,51.88,Blue,Part of our responsible edit    High rise Belt detail    Zip-back fastening    Regular fit Just select your usual size,           Non-stretch denim We partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals Main: 100% Cotton.,ASOS DESIGN,skirts
105,Hollister zip thru cord skirt,64.84,Tan,For your daytime thing High rise Belt loops Zip-through front Slim fit A narrow cut from hips to hem,"           Soft, ribbed corduroy We're still about that 70s thing  Body: 100% Cotton.",Hollister,skirts
106,Missguided faux leather belted wrap front skirt in burgundy,74.11,Red,Add-to-bag potential: considerable High rise Belted waist D-ring buckle detail Wrap design Utility-style pocket Zip-back fastening Regular fit Just select your usual size,"           Faux leather Looks like real leather, but it's not Pointing out the obvious Main: 100% Polyurethane.",Missguided,skirts
107,ASOS DESIGN vinyl midi pencil skirt,37.05,Black,Worth making plans for    High rise Stretch waist     Kick split    Bodycon fit A tight cut to the body,"           Glossy vinyl For a slick look Main: 95% Polyester, 5% Elastane.",ASOS DESIGN,skirts
108,Monki midi denim pencil skirt in black,64.84,Black,Part of our responsible edit    High-rise waist    Button front     Functional pockets Kick split Regular fit Just select your usual size Exclusive to ASOS,"           Non-stretch denim Made from organic cotton Grown with less water and no pesticides It's a win-win, improving the environment for both wildlife and cotton farmers Main: 100% Organic Cotton.",Monki,skirts
109,ASOS DESIGN Tall tailored a-line mini skirt with scallop hem,37.05,Black,No need for a dress to impress Fully lined    High-rise waistband    Zip-back fastening Scalloped hem Slim fit For a tailored silhouette,"           Lightweight woven fabric The kind that stretches  Body: 76% Polyester, 18% Viscose, 6% Elastane, Lining: 100% Polyester.",ASOS DESIGN,skirts
110,Resume Ono spot print mini skirt,176.01,Sand,For your daytime thing High rise Button front Regular fit Just select your usual size,           Smooth woven fabric It's light and floaty,Résumé,skirts
111,Missguided Tall dobby mesh midi skirt in black,37.05,Black,Add-to-bag potential: considerable High rise Stretch waistband Bodycon fit A tight cut to the body,"           Sheer, stretch mesh Dobby texture  Main: 95% Polyester, 5% Elastane.",Missguided,skirts
112,Fabienne Chapot Hall spot midi skirt,185.25,Dolly dots,For your daytime thing Mid-rise waist Spot print Side-zip fastening Regular fit Just select your usual size,           Lightweight woven fabric The kind that doesn't stretch  Body: 100% Polyester.,Fabienne Chapot,skirts
113,ASOS DESIGN Tall jersey pencil skirt,18.53,Black,Part of our responsible edit Plain design When less is more    High-rise waistband    Bodycon fit Holds you close,"           Lightweight, soft Lenzing™ Eco Vero™ comes from renewable sources It's made from wood pulp from responsibly managed forests Showing a fully transparent supply chain The process saves water and reduces greenhouse gas emissions by 50% Main: 95% Viscose, 5% Elastane.",ASOS DESIGN,skirts
114,COLLUSION blurred zebra print mesh maxi skirt,33.35,Multi,We're still not over animal print Zebra-print design High rise Elasticated waistband Regular fit Just select your usual size,"           Soft, stretchy mesh Slightly sheer",COLLUSION,skirts
115,ASOS DESIGN mix & match pencil skirt,46.32,Black,High rise Just like your standards Kick split Makes walking a little easier Zip-back fastening Bodycon fit Skims in all the right places,"           Smooth woven fabric The kind that stretches  Body: 76% Polyester, 18% Viscose, 6% Elastane, Lining: 100% Polyester.",ASOS DESIGN,skirts
116,ASOS DESIGN Petite shirred waist maxi skirt,33.35,Black,"Part of our responsible edit High-rise waistband    Shirred panel Thigh split     Regular fit No surprises, just a classic cut","           Lightweight, soft Lenzing™ Eco Vero™ comes from renewable sources It's made from wood pulp from responsibly managed forests Showing a fully transparent supply chain The process saves water and reduces greenhouse gas emissions by 50% Main: 92% Viscose, 8% Elastane.",ASOS DESIGN,skirts
117,Whistles brushed cheetah flippy skirt,183.42,Leopard,Add-to-bag potential: considerable Cheetah print High rise Zip-back fastening Regular fit Just select your usual size,           Lightweight viscose Soft and drapey   Body: 100% Viscose.,Whistles,skirts
118,ASOS DESIGN bias cut satin midi slip skirt with lace trim in floral print,59.29,Floral print,Add-to-bag potential: considerable Mid-rise waist Floral print Lace hem Bias cut Regular fit Just select your usual size,"           Satin-style fabric Silky and super smooth Main: 100% Polyester, Trim: 100% Nylon.",ASOS DESIGN,skirts
119,Vero Moda paisley print midi skirt,59.29,Night sky aop,Worth making plans for Fully lined    High-rise waist    Button front Paisley print     Regular fit Just select your usual size,"           Lightweight woven fabric The kind that doesn't stretch  Body: 100% Polyester, Lining: 100% Polyester.",Vero Moda,skirts
120,Vila Satin Midi Skirt,59.29,Brown,Easily dressed up or down High-rise waist Plain design Slim fit Cut close to the body,           Satin-style fabric Silky and super smooth Body: 100% Polyester.,Vila,skirts
121,ASOS DESIGN Petite check mini skirt with double zip,44.46,Grey check,For your daytime thing Check design High rise Regular fit Just select your usual size,"           Soft, wool-mix woven fabric For blended comfort  Lining: 100% Polyester, Main: 80% Polyester, 17% Wool, 2% Acrylic, 1% Polyamide.",ASOS DESIGN,skirts
122,Another Reason midi skirt with toggle waist in lightening print co-ord,55.58,Pink lightening,Part of a co-ord set Shirt sold separately Elasticated waistband Adjustable toggle Kick split Regular fit Just select your usual size Exclusive to ASOS,"           Soft twill Ribbed, diagonal pattern Slightly structured, very versatile  Body: 98% Polyester, 2% Elastane.",Another Reason,skirts
123,Reclaimed Vintage inspired pleated mini skirt co-ord in cutabout check print,59.29,Multi,Part of a co-ord set Jacket sold separately Pleated design High-rise waist Faux-pearl button fastening Regular fit Just select your usual size,           Woven fabric The kind that stretches  Main: 100% Polyacrylic.,Reclaimed Vintage,skirts
124,Noisy May Petite coated mini skirt in black,51.88,Black,Add-to-bag potential: considerable    High-rise waist Belt loops    Concealed fly Functional pockets Regular fit Just select your usual size,"           Faux leather Looks like real leather, but it's not Pointing out the obvious Body: 50% Polyethylene, 50% Viscose.",Noisy May,skirts
125,River Island Plus faux leather pleated mini skirt in black,83.37,Black,Go with the faux Pleated design High rise Belted waist Regular fit Just select your usual size,"           Faux leather Let's be honest, no one can tell the difference Coating: 100% Polyurethane, Base Fabric: 80% Viscose, 20% Polyester.",River Island,skirts
126,ASOS DESIGN Petite boucle mini suit skirt,55.58,Ivory,Easily dressed up or down High waistband Slim fit For a tailored silhouette,"           Textured boucléLooped fabric with a woolly finish Body: 61% Cotton, 33% Polyester, 4% Viscose, 1% Metallised fibres, 1% Acrylic.",ASOS DESIGN,skirts
127,Outrageous Fortune Tall midi slip skirt in grey leopard,59.29,Grey,Easily dressed up or down High rise    Stretch waistband Regular fit Just select your usual size,           Silky jacquard Drapey fabric with a woven-in pattern Fabric: 100% Polyester.,Outrageous Fortune,skirts
128,ASOS DESIGN plisse flippy mini skirt,25.94,Black,Worth making plans for Pleated design High rise Elasticated waist Regular fit Just select your usual size,           Lightweight plisse Finely pleated fabric Body: 100% Polyester.,ASOS DESIGN,skirts
129,BA&SH Teddy bias cut midi skirt in leopard,370.54,Dark red,For your daytime thing Leopard print High rise Zip-side fastening Regular fit Just select your usual size,           Lightweight viscose Soft and drapey Body: 100% Viscose.,Ba&sh,skirts
130,Only leather look mini skirt in burgundy,33.35,Red,It's already got your attention High-rise waistband    Zip-back fastening Bodycon fit A tight cut to the body,           Faux leather Shine-free zone Body: 100% Polyester.,Only,skirts
131,Superdry rib midi skirt,55.56,Black,Introduce it to your friends Ribbed finish Elasticated waist Slit to hem Bodycon fit A tight cut to the body,"           Cotton-mix knit The kind that stretches Main: 78% Viscose, 19% Polyester, 3% Elastane.",Superdry,skirts
132,Topshop faux leather skirt with belt in black,59.29,Black,Add-to-bag potential: considerable High rise Belted waist Buckle detail Zip placket Regular fit Just select your usual size,"           Faux leather Looks like real leather, but it's not Pointing out the obvious Main: 100% Polyurethane.",Topshop,skirts
133,Parallel Lines pleated chiffon midi skirt in white,70.4,White,Add-to-bag potential: considerable    High rise Lightweight lining    Pleated skirt    Side-zip fastening Regular fit Just select your usual size,           Slightly sheer chiffon It's light and floaty Body: 100% Polyester.,Parallel Lines,skirts
134,ASOS DESIGN Tall satin pleated midi skirt,55.58,Rust,For your daytime thing    Pleated design High rise Stretch waistband    Midi length Regular fit Just select your usual size,           Smooth woven fabric The kind that doesn't stretch  Main: 100% Polyester.,ASOS DESIGN,skirts
135,ASOS DESIGN denim pelmet skirt in lightwash blue,46.32,Blue,"Non-stretch denim    Concealed fly    Five-pocket styling    Raw-cut hem    We have finished it, honest    Slim fit - cut close to the body Part of the Eco Edit Cos caring for the planet is cool","           Supports Cotton made in Africa (Cmi A)’s sustainable farming This isn’t just your average cotton The initiative works to improve living conditions of farmers across Africa Neat, right? Main: 100% Cotton.",ASOS Collection,skirts
136,ASOS EDITION Petite floral embellished midi pencil skirt,176.01,Multi,Add-to-bag potential: considerable High rise Floral embellishments Fully lined Kick split Zip-back fastening Hook-and-eye closure Regular fit Just select your usual size,"           Heavyweight fabric With sequin embellishments  Lining: 100% Polyester, Main: 100% Polyester.",ASOS EDITION,skirts
137,River Island Petite utility skirt in beige,64.84,Beige,Add it to your everyday line-up High rise    Pockets to front Concealed fly Regular fit Just select your usual size,"           Soft cotton The kind that stretches  Main: 95% Cotton, 5% Elastane.",River Island Petite,skirts
138,Vila leather look midi skirt in black,77.81,Black,Add-to-bag potential: considerable Mid-rise waist Button placket Slim fit Cut close to the body,"           Faux leather Looks like real leather, but it's not Pointing out the obvious Body: 100% Polyester.",Vila,skirts
139,Miss Selfridge midi skirt in floral print,59.29,Black,For your daytime thing     High-rise waist Tie detail Floral design     Regular fit Just select your usual size,           Lightweight viscose Soft and drapey Main: 100% Viscose.,Miss Selfridge,skirts
140,ASOS DESIGN Petite vinyl mini skirt with zip detail,44.46,Black,Worth making plans for Mid-rise waist Zip fastening Slim fit A narrow cut from hips to hem,"           Glossy vinyl For a slick look Backing: 100% Polyester, Coating: 100% Polyurethane.",ASOS DESIGN,skirts
141,Love Triangle lace mini skirt with frill in white,74.11,White,It’s everything you’ve been scrolling for Fully lined Mid-rise waist Scalloped hem Slim fit Cut close to the body,"           Delicate lace For those ultra-fem vibes Fabric: 65% Cotton, 35% Polyester.",Love Triangle,skirts
142,Noisy May plisse midi skirt in marble print,44.46,Multi,Part of our responsible edit Marble print    High rise Stretch waistband Bodycon fit A tight cut to the body,           Fine-rib fabric Noisy May partners with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals Body: 100% Cotton.,Noisy May,skirts
