web-scraper-order,web-scraper-start-url,link,link-href,title,brand,price,description,material,colour,category
"1573746813-12650","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","Lovers + FriendsLissa Bodysuit(Revolve)S$ 183.00International Sizes:XSSM","https://www.zalora.sg/lovers-friends-lissa-bodysuit-revolve-red-1234490.html","Lissa Bodysuit(Revolve)","Lovers + Friends","S$ 183.00","It's not Valentine's Day but you're gonna steal some hearts in the Lissa Bodysuit by Lovers + FriendsBright red lace fabric meshes into a body-hugging silhouette on this hyper-feminine piece, while a padded bodice and underwire construction frame to some major sex appealSelf: 83% nylon 17% polySelf 2: 93% nylon 7% spandexLining: 95% poly 5% spandexHand wash coldUnderwire padded bodiceAdjustable shoulder strapsFully lined lace fabricationStretch fitImported","null","Red","Tops"
"1573743700-11765","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","BYNMuslimah Long BlouseS$ 28.90EU Sizes:36","https://www.zalora.sg/byn-muslimah-long-blouse-blue-1226842.html","Muslimah Long Blouse","BYN","S$ 28.90","- Printed zip front top
- Round neckline
- Unlined
- Relaxed fit
- Zip fastening
- Cuffed sleeves
- Crepe
- Model wears a size 36 and is 176 c tall","Crepe","Light Blue","Tops"
"1573744564-12018","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","PomeloLong Sleeve Cold Shoulder Top - PinkS$ 24.00International Sizes:XSSMLXXL","https://www.zalora.sg/pomelo-long-sleeve-cold-shoulder-top-pink-pink-1183603.html","Long Sleeve Cold Shoulder Top - Pink","Pomelo","S$ 24.00","- Polyester
 - Fits loosely on the body
 - Cold shoulder styleThe Model has height: 179 cm and Bust / Waist / Hips: 79-59-86 cm. 
 She is wearing a size S. 
 This item is in Pomelo measurement, please refer to the sizing details to find your size.","100% Polyester","Pink","Tops"
"1573756463-15093","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","Cotton OnBethany Short Sleeve Scoop TeeS$ 19.99International Sizes:XXSXSSML","https://www.zalora.sg/cotton-on-bethany-short-sleeve-scoop-tee-pink-1268067.html","Bethany Short Sleeve Scoop Tee","Cotton On","S$ 19.99","- Solid shade hook front scoop tee
- Scoop neckline
- Unlined
- Slim fit
- Front hook detail
- Cotton blend
- Model wears an S and is 173cm tall","95% Cotton, 5% Elastane","Dusty Rose","Tops"
"1573772359-17611","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","30% OFFSomething BorrowedDrawstring Elastic Cuff Slouchy ShirtS$ 29.90NOW S$ 20.90International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-drawstring-elastic-cuff-slouchy-shirt-black-1180744.html","Drawstring Elastic Cuff Slouchy Shirt","Something Borrowed","S$ 29.90","- Buttoned shirt with tie detail
- Collar neckline
- Relaxed fit
- Front button fastening
- Self-tie hem closure
- 1 chest pocket
- Short cuffed sleeves
- Polyester","100% Polyester","Black","Tops"
"1573761003-16075","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","MangoPleated TopS$ 45.90International Sizes:SML","https://www.zalora.sg/mango-pleated-top-pink-1185081.html","Pleated Top","Mango","S$ 45.90","- Solid tone pleated top
- Sizing runs one size larger
- V neckline
- Unlined
- Regular fit
- Slip on style
- Polyblend","65% Polyester, 35% Viscose","Pink","Tops"
"1573770586-17412","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","37% OFFZALORARuffle Detail Long Sleeve TopS$ 34.90NOW S$ 21.90International Sizes:XSSMLXL","https://www.zalora.sg/zalora-ruffle-detail-long-sleeve-top-blue-1116821.html","Ruffle Detail Long Sleeve Top","ZALORA","S$ 34.90","- Crepe top with ruffle trim
- Round neckline
- Regular fit
- Back button fastening
- Long cuffed sleeves
- Keyhole back
- Polyester","100% Polyester","Dusty Blue","Tops"
"1573781317-18537","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","SponsoredReebokReebok Workout Ready Activchil TeeS$ 35.00International Sizes:SML","https://www.zalora.sg/reebok-reebok-workout-ready-activchil-tee-black-1262487.html/?ad_id=display_t2IyTWm9Eo7Nx7DBIPVKtk_Pr9hDMEI4NkFBNERENUM1Q0dT","Reebok Workout Ready Activchil Tee","Reebok","S$ 35.00","- Best for training
- Solid tone training T-shirt with mesh inserts on back
- Breathable ACTIVCHILL fabric helps you stay cool, no matter the conditions
- Unlined
- Crew neckline
- Regular fit
- Nylon
- Model wears an S and is 177cm tall","100% Nylon","Black","Tops"
"1573779182-18303","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","10% OFFFactorieOff-shoulder Ruched TopS$ 29.95NOW S$ 27.00International Sizes:XSSMLXL","https://www.zalora.sg/factorie-off-shoulder-ruched-top-white-1245513.html","Off-shoulder Ruched Top","Factorie","S$ 29.95","- Solid toned ruched top
- Off shoulder neckline
- Unlined
- Regular fit
- Cotton
- Model wears an S and is 175cm tall","100% Cotton","White","Tops"
"1573769713-17313","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","33% OFFSomething BorrowedBack Scarve Tie Mock Neck TopS$ 32.90NOW S$ 21.90International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-back-scarve-tie-mock-neck-top-grey-1133121.html","Back Scarve Tie Mock Neck Top","Something Borrowed","S$ 32.90","- Low-backed ribbed tee with scarf
- High neckline
- Slim fit
- Self-tie rear neck closure
- Polyester blend","95% Polyester 5% Spandex","Dark Melange Grey","Tops"
"1573769425-17280","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","28% OFFZALORAShort Sleeves U-Hem Tie Dye Satin TopS$ 24.90NOW S$ 17.90International Sizes:XSSMLXL","https://www.zalora.sg/zalora-short-sleeves-u-hem-tie-dye-satin-top-green-multi-1160306.html","Short Sleeves U-Hem Tie Dye Satin Top","ZALORA","S$ 24.90","- Printed T-shirt with curved hem
- Unlined
- Round neckline
- Regular fit
- Back button closure
- Polyester","100% Polyester","Green/Multi","Tops"
"1573761296-16130","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","30% OFFFrench ConnectionBodi Broderie Tie Sleeve ShirtS$ 150.90NOW S$ 105.90International Sizes:S","https://www.zalora.sg/french-connection-bodi-broderie-tie-sleeve-shirt-white-1139640.html","Bodi Broderie Tie Sleeve Shirt","French Connection","S$ 150.90","- Solid tone perforated broderie textured shirt 
- Round neckline
- Unlined
- Regular fit
- Button and sleeve tie fastening
- Cotton
- Model wears an S and is 173cm tall","100% Cotton","Linen White","Tops"
"1573754008-14526","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","31% OFFOnly CARMAKOMAPlus Size Soft Tank TopS$ 29.00NOW S$ 20.00EU Sizes:424650","https://www.zalora.sg/only-carmakoma-plus-size-soft-tank-top-black-1186489.html","Plus Size Soft Tank Top","Only CARMAKOMA","S$ 29.00","- Monochrome tank top with lettuce hem detail 
- Round neckline
- Unlined
- Regular fit
- Front button fastening
- Lyocell
- Model wears a size 46 and is 170cm tall","100% Lyocell","Black","null"
"1573755150-14797","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","superdownMarianna Halter Top(Revolve)S$ 77.00International Sizes:XSSML","https://www.zalora.sg/superdown-marianna-halter-top-revolve-gold-1137529.html","Marianna Halter Top(Revolve)","superdown","S$ 77.00","50% poly 50% viscoseHand wash coldHalter styling strapsFront keyhole cut-outImported","null","Metallic Gold","Tops"
"1573760190-15905","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","36% OFFGAPShirred Popover ShirtS$ 92.90NOW S$ 59.90International Sizes:XSS","https://www.zalora.sg/gap-shirred-popover-shirt-blue-1193011.html","Shirred Popover Shirt","GAP","S$ 92.90","- Solid shade blouson sleeve denim popover shirt
- Mandarin collar
- Unlined
- Regular fit
- Front button fastening
- Cotton
- Model wears an S and is 174cm tall","100% Cotton","Salt Denim","Tops"
"1573742805-11498","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","6% OFFLorna JaneBare Minimum Extraordinary Active TankS$ 67.99NOW S$ 63.90International Sizes:XS","https://www.zalora.sg/lorna-jane-bare-minimum-extraordinary-active-tank-green-1081936.html","Bare Minimum Extraordinary Active Tank","Lorna Jane","S$ 67.99","- Racerback running tank
- Designed with LJ Active fabric
- 4 way stretch
- Moisture wicking and breathable
- High impact cardio
- Scoop neckline
- Unlined
- Slim fit
- Nylon blend
- Model wears an S and is 174cm tall","81% Nylon, 19% Elastane","Military","Tops"
"1573781590-18565","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","25% OFFESPRITT-Shirts short sleeveS$ 39.95NOW S$ 29.95International Sizes:XXSXSSML","https://www.zalora.sg/esprit-t-shirts-short-sleeve-white-1115485.html","T-Shirts short sleeve","ESPRIT","S$ 39.95","- Short sleeved tee with graphic details
- Sizing runs one size larger
- Crew neckline
- Unlined
- Regular fit
- Cotton
- Model wears an S and is 174cm tall","100% COTTON, 150gsm Organic Cotton","White","Tops"
"1573767770-17088","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","ZALORAPleat Detail Boxy TopS$ 29.90International Sizes:XSSMLXL","https://www.zalora.sg/zalora-pleat-detail-boxy-top-white-1182743.html","Pleat Detail Boxy Top","ZALORA","S$ 29.90","- Solid hue plain boxy top
- V neckline
- Unlined
- Regular fit
- Polyester","100% Polyester Woven","Off White","Tops"
"1573758430-15532","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","32% OFFFOREVER 21Chiffon Polka Dot Cropped TopS$ 34.90NOW S$ 23.90International Sizes:SMLXL","https://www.zalora.sg/forever-21-chiffon-polka-dot-cropped-top-white-1179934.html","Chiffon Polka Dot Cropped Top","FOREVER 21","S$ 34.90","- Cropped top with polka dots
- Shirt collar
- Regular fit
- Front button fastening
- Polyester","100% Polyester","White/Olive","Tops"
"1573756056-15004","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","ESPRITCrochet T-ShirtS$ 59.95International Sizes:XSSMLXL","https://www.zalora.sg/esprit-crochet-t-shirt-white-1254883.html","Crochet T-Shirt","ESPRIT","S$ 59.95","- Solid tone short sleeve T-shirt with lace detail
- Sizing runs one size larger
- Unlined
- Crew neckline
- Regular fit
- Modal blend
- Model wears an S and is 175cm tall","62% Modal, 38% Polyester","Off White","Tops"
"1573778203-18195","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","MangoAdjustable Cord T-ShirtS$ 45.90International Sizes:XSSML","https://www.zalora.sg/mango-adjustable-cord-t-shirt-green-1235795.html","Adjustable Cord T-Shirt","Mango","S$ 45.90","- Casual solid tee with drawcord hem
- Sizing runs one size larger
- Crew neckline
- Unlined
- Regular fit
- Adjustable drawcord on hem
- Cotton","100% Cotton","Khaki","Tops"
"1573753331-14350","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","34% OFFDorothy PerkinsGrey Button Collar TunicS$ 63.90NOW S$ 41.90UK Sizes:810121416","https://www.zalora.sg/dorothy-perkins-grey-button-collar-tunic-grey-1060547.html","Grey Button Collar Tunic","Dorothy Perkins","S$ 63.90","- Knitted tunic top with button detail
- Cowl neckline
- Regular fit
- Slip-on style
- 2 front patch pockets
- Capped sleeves
- Polyester blend
- Model wears a UK 8 and is 173cm tall","Polyester","Grey","Tops"
"1573777893-18162","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","GlamorousHigh Neck Cuffed Long Sleeve TopS$ 66.90International Sizes:XSSM","https://www.zalora.sg/glamorous-high-neck-cuffed-long-sleeve-top-purple-1257364.html","High Neck Cuffed Long Sleeve Top","Glamorous","S$ 66.90","- Multi hue floral print top
- High neckline
- Unlined
- Regular fit
- Button fastening
- Polyester
- Model wears an S and is 177cm tall","100% Polyester","Purple Ditsy Clash","Tops"
"1573763259-16469","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","41% OFFZALORAPeterpan Collar Peplum TopS$ 29.90NOW S$ 17.60International Sizes:XSSMLXL","https://www.zalora.sg/zalora-peterpan-collar-peplum-top-red-pink-1108128.html","Peterpan Collar Peplum Top","ZALORA","S$ 29.90","- Floral printed peplum blouse
- Peterpan collar
- Regular fit
- Polyester","100% Polyester","Deep Maroon/Pink","Tops"
"1573758784-15609","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","20% OFFFrench ConnectionAlessia Satin Wrap TopS$ 118.90NOW S$ 94.90International Sizes:SMLXL","https://www.zalora.sg/french-connection-alessia-satin-wrap-top-black-1171333.html","Alessia Satin Wrap Top","French Connection","S$ 118.90","- Monochrome toned wrap top
- V neckline
- Unlined
- Regular fit
- Polyester
- Model wears an S and is 176cm tall","100% Polyester","Black","Tops"
"1573749992-13461","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","12% OFFMama.liciousNursing Lonni Iris Jersey TopS$ 49.00NOW S$ 42.90International Sizes:L","https://www.zalora.sg/mama-licious-nursing-lonni-iris-jersey-top-navy-1202869.html","Nursing Lonni Iris Jersey Top","Mama.licious","S$ 49.00","- Wrap top with pleat detail
- Has nursing function
- Round neckline
- Regular fit
- Slip-on style
- Quarter sleeves
- Viscose Lenzing™ EcoVero™blend
- Model wears an S and is 174cm tall","95% Viscose Lenzing? EcoVero?, 5% Elastane","Navy Blazer","null"
"1573756622-15130","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","60% OFFIts MeFresh Printed Hooded Versatile SweaterS$ 225.00NOW S$ 90.00International Sizes:SML","https://www.zalora.sg/its-me-fresh-printed-hooded-versatile-sweater-pink-1259213.html","Fresh Printed Hooded Versatile Sweater","Its Me","S$ 225.00","- Hooded Design 
 - Drawstring Adjustable 
 - Simple Round Neck 
 - Fun Flower Print 
 - Commuter Micro-Retracted Long Sleeve 
 - The Hem Is Well Closed","95.3% cotton, 4.7% spandex","pink","null"
"1573755057-14775","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","50% OFFHollisterSlim Cap Sleeve TopS$ 34.00NOW S$ 16.90International Sizes:ML","https://www.zalora.sg/hollister-slim-cap-sleeve-top-pink-1063894.html","Slim Cap Sleeve Top","Hollister","S$ 34.00","- Solid tone crop top
- Sizing runs one size larger
- Boat neckline
- Slim fit
- Cotton
- Model wears an S and is 179cm tall","Cotton","Pink","Tops"
"1573778110-18185","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","35% OFFSomething BorrowedChiffon Oversized Button ShirtS$ 39.90NOW S$ 25.90International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-chiffon-oversized-button-shirt-multi-1133123.html","Chiffon Oversized Button Shirt","Something Borrowed","S$ 39.90","- Sheer blouse with high-low hem
- Standing collar
- Regular fit
- Front button fastening
- Polyester","100% Polyester","Blue/Multi","Tops"
"1573778119-18186","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","ZALORA ACTIVEDouble Strap Training TopS$ 22.90International Sizes:XSSMLXL","https://www.zalora.sg/zalora-active-double-strap-training-top-grey-1100439.html","Double Strap Training Top","ZALORA ACTIVE","S$ 22.90","- Melange hue tank top with double back strap
- Round neckline
- Unlined
- Regular fit
- Polyblend","90% Polyester 10% Spandex","Light Grey Marl","Tops"
"1573761284-16128","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","50% OFFL'urvI'm On Clouds Cami TopS$ 71.90NOW S$ 35.90International Sizes:XSSM","https://www.zalora.sg/l-urv-i-m-on-clouds-cami-top-black-1093026.html","I'm On Clouds Cami Top","L'urv","S$ 71.90","- Solid toned tank top with frills
- V neckline
- Unlined
- Slim fit
- Nylon blend
- Model wears an S and is180cm< tall","73% Nylon, 27% Spandex","Black","Tops"
"1573743850-11810","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","50% OFFSomething BorrowedButton Detail Crop TopS$ 29.90NOW S$ 15.00International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-button-detail-crop-top-blue-1077601.html","Button Detail Crop Top","Something Borrowed","S$ 29.90","- Double-breasted button crop top
- Notch lapels
- Regular fit
- Front button fastening
- Short sleeves
- Cropped hem
- Polyester","100% Polyester","Washed Blue","Tops"
"1573754087-14546","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","47% OFFHollisterButton Front Cami BlouseS$ 34.00NOW S$ 17.90International Sizes:L","https://www.zalora.sg/hollister-button-front-cami-blouse-white-1047612.html","Button Front Cami Blouse","Hollister","S$ 34.00","- Solid tone front buttons ladder lace cami top
- Sizing runs one size larger
- Scoop neckline
- Relaxed fit
- Button fastening
- Cotton blend
- Model wears an S and is 170cm tall","98% Cotton, 2% Elastane","White","Tops"
"1573759428-15750","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","Violeta by MANGOFlap Pocketed ShirtS$ 89.90International Sizes:SMLXLXXL","https://www.zalora.sg/violeta-by-mango-flap-pocketed-shirt-green-1291107.html","Flap Pocketed Shirt","Violeta by MANGO","S$ 89.90","- Chest pocket detail button up shirt
- Collared neckline
- Unlined
- Regular fit
- Button fastening
- 2 chest pockets
- Viscose blend","56% Viscose, 38% Polyamide, 6% Elastane","Khaki","null"
"1573756680-15144","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","27% OFFMISSGUIDEDRib Long Sleeve TopS$ 32.90NOW S$ 23.90UK Sizes:68101214","https://www.zalora.sg/missguided-rib-long-sleeve-top-white-1249093.html","Rib Long Sleeve Top","MISSGUIDED","S$ 32.90","- Ribbed lettuce hem top
- Round neckline
- Unlined
- Slim fit
- Slip on style
- Cotton blend
- Model wears a UK 8 and is 173cm tall","95% Cotton, 5% Elastane","White","Tops"
