web-scraper-order,web-scraper-start-url,link,link-href,category,title,price,description,style id,colour,material,manufacturing,detailed
"1573356503-16107","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Dry Cushion No-Show","https://www.nike.com/sg/t/dry-cushion-no-show-training-socks-7omlex/SX5571-010","Training Socks (3 Pair)","Nike Dry Cushion No-Show","$25","The Nike Dry Cushion No-Show Training Socks feature sweat-wicking fabric to help keep your feet dry and comfortable during your workout.","Style: SX5571-010","Colour Shown: Black/Anthracite/White","Targeted cushioning for impact protection","Colour Shown: Black/Anthracite/White","ALL-DAY COMFORT
The Nike Dry Cushion No-Show Training Socks feature sweat-wicking fabric to help keep your feet dry and comfortable during your workout.
BenefitsDri-FIT Technology helps keep feet dry and comfortableLeft/right specific for a natural fitTargeted cushioning for impact protectionReinforced heel and toe for durability
Product DetailsFabric: Dri-FIT 70% polyester/26% cotton/3% nylon/1% elastaneMachine washImportedColour Shown: Black/Anthracite/WhiteStyle: SX5571-010Country/Region of Origin: China"
"1573356461-16099","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","FFF 2019 Stadium Home","https://www.nike.com/sg/t/fff-2019-stadium-home-football-shirt-dsGXHs/AJ4394-410","Women's Football Shirt","FFF 2019 Stadium Home","$115","The FFF 2019 Stadium Home Shirt features team details on highly breathable fabric to help keep you cool and dry on the pitch or in the stands cheering for your team. Rose-gold accents celebrate French elegance and power as the team strives for glory.","Style: AJ4394-410","Colour Shown: Midnight Navy","FFF crest and colours show your team pride.","null","LES BLEUS PRIDE.
The FFF 2019 Stadium Home Shirt features team details on highly breathable fabric to help keep you cool and dry on the pitch or in the stands cheering for your team. Rose-gold accents celebrate French elegance and power as the team strives for glory.
BenefitsNike Breathe fabric helps you stay dry and cool.Dri-FIT Technology helps keep you dry and comfortable.FFF crest and colours show your team pride.""NOS DIFFERENCES NOUS UNISSENT"" is printed inside.
Product DetailsSlim fit for a tailored feelFabric: 100% recycled polyesterMachine washImportedColour Shown: Midnight NavyStyle: AJ4394-410Country/Region of Origin: Thailand
MADE FROM SUSTAINABLE MATERIALSThis product is made from at least 50% recycled polyester fabric. The material comes from plastic bottles that Nike has diverted from landfill since 2010—bringing Nike's total to more than 6 billion."
"1573356549-16116","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Jordan 23 Engineered","https://www.nike.com/sg/t/jordan-23-engineered-long-sleeve-t-shirt-BrLS46/BQ5533-010","Long-Sleeve T-Shirt","Jordan 23 Engineered","$55","The Jordan 23 Engineered T-Shirt helps keep you comfortably covered on and off the court with soft cotton.","Style: BQ5533-010","Colour Shown: Black","Machine wash","null","ENGINEERED FOR COMFORTABLE FLIGHT.
The Jordan 23 Engineered T-Shirt helps keep you comfortably covered on and off the court with soft cotton.
BenefitsCotton jersey fabric has a soft, comfortable feel.Screen-printed 23 Engineered graphics are featured on the sleeve and chest.
Product DetailsStandard fit for a relaxed, easy feel100% cottonMachine washImportedColour Shown: BlackStyle: BQ5533-010Country/Region of Origin: China"
"1573356607-16127","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Elite Crew","https://www.nike.com/sg/t/elite-crew-basketball-socks-64wjk3/SX7627-906","Basketball Socks (3 Pairs)","Nike Elite Crew","$29","The Nike Elite Crew Basketball Socks (3 Pairs) offer a supportive fit and feel thanks to an arch band, while zonal cushioning helps absorb impact as you run the court.","Style: SX7627-906","Colour Shown: Multi-Colour","Machine wash","null","FOCUSED FOOTWORK
The Nike Elite Crew Basketball Socks (3 Pairs) offer a supportive fit and feel thanks to an arch band, while zonal cushioning helps absorb impact as you run the court.
Exceptional ComfortExtra cushioning at key pressure points delivers comfort where you need it most.
Secure FitA dynamic arch band contours around the foot for a locked-in fit.
More Details:Fabric: 92% polyester/4% nylon/3% elastane/1% cottonDri-FIT Technology helps you stay dry and comfortableMachine washImportedColour Shown: Multi-ColourStyle: SX7627-906Country/Region of Origin: Vietnam"
"1573356523-16111","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Jordan Jumpman Crew","https://www.nike.com/sg/t/jordan-jumpman-crew-basketball-socks-zxPAlg/SX5545-100","Basketball Socks (3 Pairs)","Jordan Jumpman Crew","$29","The Jordan Jumpman Crew Basketball Socks feature sweat-wicking fabric to help keep your feet dry and comfortable during the game.","Style: SX5545-100","Colour Shown: White/White/White/Black","Reinforced heel and toe for durability","Style: SX5545-100","LASTING COMFORT
The Jordan Jumpman Crew Basketball Socks feature sweat-wicking fabric to help keep your feet dry and comfortable during the game.
BenefitsDri-FIT Technology helps keep feet dry and comfortableAnatomically correct left and right socks for a natural fitReinforced heel and toe for durabilityStrategically placed mesh enhances ventilationArch support for a secure fit
Product DetailsFabric: Dri-FIT 96% polyester/3% elastane/1% nylon
Machine wash
ImportedColour Shown: White/White/White/BlackStyle: SX5545-100Country/Region of Origin: China"
"1573356538-16114","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Tailwind","https://www.nike.com/sg/t/tailwind-running-tank-Nsp2PR/928986-455","Women's Running Tank","Nike Tailwind","$59","The Nike Tailwind Women's Running Tank features lightweight, sweat-wicking fabric to help keep you cool, dry and comfortable on your run.","Style: 928986-455","Colour Shown: Deep Royal Blue","Dropped-back hem enhances coverage","Style: 928986-455","SOFT AND BREATHABLE FOR MILES
The Nike Tailwind Women's Running Tank features lightweight, sweat-wicking fabric to help keep you cool, dry and comfortable on your run.
BenefitsDri-FIT Technology helps keep you dry and comfortableAll-over mesh provides optimal breathabilityDropped-back hem enhances coverage
Product DetailsFabric: 85% polyester/15% cottonMachine washImportedColour Shown: Deep Royal BlueStyle: 928986-455Country/Region of Origin: China"
"1573356736-16151","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Stadium Over-the-Calf","https://www.nike.com/sg/t/stadium-over-calf-football-socks-6wZRvW/SX5346-010","Football Socks","Nike Stadium Over-the-Calf","$25","The Nike Stadium Over-the-Calf Football Socks combine sweat-wicking fabric and strategically-placed cushioning to provide performance comfort and impact protection on the pitch.","Style: SX5346-010","Colour Shown: Black/White/White","Ankle cushioning for impact absorption","Machine wash","PERFORMANCE COMFORT
The Nike Stadium Over-the-Calf Football Socks combine sweat-wicking fabric and strategically-placed cushioning to provide performance comfort and impact protection on the pitch.
BenefitsDri-FIT Technology helps keep you dry and comfortableZonal cushioning helps minimise boot pressureAnkle cushioning for impact absorptionDynamic arch bridge provides supportLeft/right specific for an anatomical fitReinforced heel and toe for durability
Product DetailsFabric: Dri-FIT 78% nylon/14% cotton/4% polyester/4% elastaneMachine washImportedColour Shown: Black/White/WhiteStyle: SX5346-010Country/Region of Origin: Bulgaria"
"1573356297-16068","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike 10K","https://www.nike.com/sg/t/10k-graphic-running-shorts-MHBKKG/BV3156-372","Women's Graphic Running Shorts","Nike 10K","null","Stay cool and dry as you blast through the track in the Nike 10K Women's Running Shorts. A ruched elastic waistband provide a comfortable fit as you sprint to the finish.","Style: BV3156-372","Colour Shown: Jade Horizon/Juniper Fog/Bright Crimson","Dri-FIT Technology helps you stay dry and comfortable.","null","SWEAT-WICKING SHORTS BIG ON STYLE.
Stay cool and dry as you blast through the track in the Nike 10K Women's Running Shorts. A ruched elastic waistband provide a comfortable fit as you sprint to the finish.
BenefitsThese shorts belong to the Rebel capsule, which celebrates a woman for who she is and who she strives to be.Ruched elastic waistband with internal drawcord delivers adjustable comfort.Dri-FIT Technology helps you stay dry and comfortable.
Product DetailsDrop-in waistband pocketFabric: Body/waist lining: 100% polyester. Lining/gusset lining: 100% recycled polyester.Machine washImportedColour Shown: Jade Horizon/Juniper Fog/Bright CrimsonStyle: BV3156-372Country/Region of Origin: Vietnam"
"1573356429-16093","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Los Angeles Lakers Nike Dri-FIT","https://www.nike.com/sg/t/los-angeles-lakers-dri-fit-nba-t-shirt-F4zPP7/AR4895-550","Women's NBA T-Shirt","Los Angeles Lakers Nike Dri-FIT","null","The Los Angeles Lakers Nike Dri-FIT Women's NBA T-Shirt features sweat-wicking fabric to help you stay dry and comfortable whether you're running the court or repping your favourite team.","Style: AR4895-550","Colour Shown: Court Purple","Imported","null","TEAM PRIDE
The Los Angeles Lakers Nike Dri-FIT Women's NBA T-Shirt features sweat-wicking fabric to help you stay dry and comfortable whether you're running the court or repping your favourite team.
BenefitsDri-FIT Technology helps you stay dry and comfortableStraight hem for comfortable everyday wearProduct DetailsMachine washFabric: 58% cotton/42% polyesterImportedColour Shown: Court PurpleStyle: AR4895-550Country/Region of Origin: China"
"1573356613-16128","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Club Logo 2","https://www.nike.com/sg/t/club-logo-2-leggings-clMGgn/815998-010","Women's Leggings","Nike Club Logo 2","$49","The Nike Club Logo 2 Women's Leggings are made with a stretchy cotton blend for a soft feel and everyday comfort.","Style: 815998-010","Colour Shown: Black/White","Fabric: 92% cotton/8% elastane","Country/Region of Origin: China","SOFT FEEL. ACTIVE FIT.
The Nike Club Logo 2 Women's Leggings are made with a stretchy cotton blend for a soft feel and everyday comfort.
BenefitsSoft cotton blend stretches for natural range of motion and a smooth feelElastic waistband offers a snug, secure fit
Product DetailsFabric: 92% cotton/8% elastaneMachine washImportedColour Shown: Black/WhiteStyle: 815998-010Country/Region of Origin: China"
"1573356492-16105","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","FFF 2019 Stadium Away","https://www.nike.com/sg/t/fff-2019-stadium-away-football-shirt-07ZGlH/AJ4393-100","Women's Football Shirt","FFF 2019 Stadium Away","$115","The FFF 2019 Stadium Away Shirt features team details on highly breathable fabric to help keep you cool and dry on the pitch or in the stands cheering for your team. The unique all-over pattern is inspired by female pioneers of French fashion and pays tribute to the team's collective playing style.","Style: AJ4393-100","Colour Shown: White","Signature team details highlight your pride.","null","YOUR TEAM. YOUR COLOURS.
The FFF 2019 Stadium Away Shirt features team details on highly breathable fabric to help keep you cool and dry on the pitch or in the stands cheering for your team. The unique all-over pattern is inspired by female pioneers of French fashion and pays tribute to the team's collective playing style.
BenefitsNike Breathe fabric helps you stay dry and cool.Dri-FIT Technology helps keep you dry and comfortable.Signature team details highlight your pride.""NOS DIFFERENCES NOUS UNISSENT"" is printed inside.
Product DetailsSlim fit for a tailored feelFabric: 100% recycled polyesterMachine washImportedColour Shown: WhiteStyle: AJ4393-100Country/Region of Origin: Thailand"
